target_dialect,opcode,standard_span,dialect_span,n_occurrences,n_distinct_samples,tasks,example_sample_ids,category
PNT3,replace,làm sao ấy,răng á,1,1,SENT,SENT_4809,Interrogatives
PNT3,replace,làm tao sợ chetme,mần tau hại chetma,1,1,SENT,SENT_5456,Pronouns
PNT3,replace,làm theo,mần dọi,1,1,MCQA,MCQA_0030_3,Predicate vocabulary
PNT3,replace,làm thế,mần rứa,1,1,SENT,SENT_5154,Interrogatives
PNT3,replace,lâu mới,mì,1,1,SENT,SENT_1726,Predicate vocabulary
PNT3,replace,lên,nên,1,1,SENT,SENT_2308,Predicate vocabulary
PNT3,replace,ló rạng,ngoi lên,1,1,MCQA,MCQA_0069_1,Predicate vocabulary
PNT3,replace,lũ,bọn,1,1,SENT,SENT_3273,Pronouns
PNT3,replace,lầm,nhầm,1,1,MCQA,MCQA_0016_5,Predicate vocabulary
PNT3,replace,mong,trông,1,1,NLI,NLI_6854,Predicate vocabulary
PNT3,replace,mong bố,trông bọ,1,1,MCQA,MCQA_0016_0,Kinship/Honorific terms
PNT3,replace,mong muốn,ưng,1,1,NLI,NLI_3108,Predicate vocabulary
PNT3,replace,muốn bạn ấy,ưng hắn,1,1,MCQA,MCQA_0074_6,Pronouns
PNT3,replace,muốn gọi,ưng kêu,1,1,MCQA,MCQA_0151_1,Predicate vocabulary
PNT3,replace,muốn làm,ưng mần,1,1,MCQA,MCQA_0074_6,Predicate vocabulary
PNT3,replace,muốn như thế nào,ưng chi nựa,1,1,SENT,SENT_2473,Interrogatives
PNT3,replace,mày chửi gì,mi chưởi chi,1,1,SENT,SENT_4959,Pronouns
PNT3,replace,má,vãi,1,1,SENT,SENT_2148,Kinship/Honorific terms
PNT3,replace,má mấy mẻ,mà bọn hắn,1,1,SENT,SENT_5407,Pronouns
PNT3,replace,má nó,mẹ hắn,1,1,SENT,SENT_3469,Pronouns
PNT3,replace,mình,mà tau,1,1,SENT,SENT_0192,Pronouns
PNT3,replace,mình không,mềng nỏ,1,1,SENT,SENT_2816,Pronouns
PNT3,replace,mình lúa,miềng ló,1,1,SENT,SENT_3906,Pronouns
PNT3,replace,mình đành,miềng thì,1,1,MCQA,MCQA_0098_4,Pronouns
PNT3,replace,móa,mẹ,1,1,SENT,SENT_0343,Predicate vocabulary
PNT3,replace,mắc,dính,1,1,NLI,NLI_5167,Predicate vocabulary
PNT3,replace,mượn,mạn,1,1,NLI,NLI_5143,Predicate vocabulary
PNT3,replace,mất,luôn,1,1,SENT,SENT_5421,Connectives/Aspect markers
PNT3,replace,mẫu,méng,1,1,MCQA,MCQA_0047_4,Predicate vocabulary
PNT3,replace,mẹ cô đã cảm thấy,mạ ả đạ chộ,1,1,NLI,NLI_0521,Pronouns
PNT3,replace,mẹ tao xưa,mạ tau hồi ơ,1,1,SENT,SENT_1146,Pronouns
PNT3,replace,mẹ và anh,mạ với eng,1,1,MCQA,MCQA_0090_10,Pronouns
PNT3,replace,mẹ vào,vô,1,1,SENT,SENT_0814,Kinship/Honorific terms
PNT3,replace,mến,quý,1,1,MCQA,MCQA_0065_5,Predicate vocabulary
PNT3,replace,mổ,mỗi,1,1,SENT,SENT_4959,Predicate vocabulary
PNT3,replace,một nữa số,nửa,1,1,QA,QA_19280,Connectives/Aspect markers
PNT3,replace,mới muốn giành,mì ưng treng,1,1,NLI,NLI_3201,Idiomatic expressions
PNT3,replace,nay,ni đỏ,1,1,NLI,NLI_5715,Demonstratives/Deixis
PNT3,replace,nay nó,ni hắn,1,1,SENT,SENT_4550,Pronouns
PNT3,replace,nay tao,ni tau,1,1,SENT,SENT_5421,Pronouns
PNT3,replace,nay đâu,ni mô,1,1,MCQA,MCQA_0051_0,Interrogatives
PNT3,replace,ngay lập tức,liền,1,1,NLI,NLI_6960,Connectives/Aspect markers
PNT3,replace,nghĩ tới,nhờ tời,1,1,MCQA,MCQA_0127_3,Predicate vocabulary
PNT3,replace,ngu,đần,1,1,SENT,SENT_5017,Predicate vocabulary
PNT3,replace,ngàng,hàng,1,1,SENT,SENT_1485,Predicate vocabulary
PNT3,replace,ngày,ngay,1,1,NLI,NLI_1420,Orthographic variant
PNT3,replace,ngày nào,hôm mô,1,1,QA,QA_23724,Interrogatives
PNT3,replace,ngõ,trổng,1,1,SENT,SENT_0696,Predicate vocabulary
PNT3,replace,ngưới,người,1,1,NLI,NLI_0959,Predicate vocabulary
PNT3,replace,ngườ dân,ngài,1,1,NLI,NLI_4856,Predicate vocabulary
PNT3,replace,người,quân,1,1,QA,QA_11800,Predicate vocabulary
PNT3,replace,người,đứa,1,1,NLI,NLI_6350,Pronouns
PNT3,replace,người khác,họ,1,1,MCQA,MCQA_0010_1,Pronouns
PNT3,replace,người kia mới,đứa tê,1,1,MCQA,MCQA_0042_7,Pronouns
PNT3,replace,người phụ nữ đã,ả nớ đạ,1,1,NLI,NLI_6960,Pronouns
PNT3,replace,ngờ,ngại,1,1,NLI,NLI_5143,Predicate vocabulary
PNT3,replace,nha-kẻ,nha - kẻ,1,1,QA,QA_12019,Predicate vocabulary
PNT3,replace,nhanh vừa,mau bựa,1,1,SENT,SENT_5456,Predicate vocabulary
PNT3,replace,nhìn nó vào,ngó hắn vô,1,1,SENT,SENT_5360,Pronouns
PNT3,replace,nhìn thấy,ngó chộ,1,1,QA,QA_17771,Predicate vocabulary
PNT3,replace,nhíp,nhấp,1,1,SENT,SENT_0835,Predicate vocabulary
PNT3,replace,như thế nào,a răng,1,1,QA,QA_1521,Interrogatives
PNT3,replace,như thế nào,dư răng,1,1,MCQA,MCQA_0151_3,Interrogatives
PNT3,replace,như thế nào,in răng,1,1,SENT,SENT_5017,Interrogatives
PNT3,replace,như thế nào nhỉ chắc,a răng hè e,1,1,SENT,SENT_2217,Interrogatives
PNT3,replace,như thế nào đối với,chi tới,1,1,QA,QA_4380,Interrogatives
PNT3,replace,nhưng,chơ đều,1,1,SENT,SENT_3763,Predicate vocabulary
PNT3,replace,nhưng,mà,1,1,NLI,NLI_5518,Connectives/Aspect markers
PNT3,replace,nhưng không,chơ đều nỏ,1,1,NLI,NLI_0729,Negation/Function words
PNT3,replace,nhưng không,mà nỏ,1,1,NLI,NLI_5263,Negation/Function words
PNT3,replace,nhưng làm,chơ mần,1,1,SENT,SENT_4768,Predicate vocabulary
PNT3,replace,nhằm,để,1,1,QA,QA_21489,Connectives/Aspect markers
PNT3,replace,nhỉ mình nhận,hè tao,1,1,SENT,SENT_0237,Pronouns
PNT3,replace,nhỉ sao,rứa răng,1,1,SENT,SENT_1172,Interrogatives
PNT3,replace,nhờ,ngờ,1,1,MCQA,MCQA_0065_2,Predicate vocabulary
PNT3,replace,nhờ vào,do,1,1,QA,QA_18828,Noise/Non-linguistic
PNT3,replace,những gì,mấy cấy,1,1,NLI,NLI_4572,Interrogatives
PNT3,replace,những mẩu,mớ,1,1,MCQA,MCQA_0047_2,Demonstratives/Deixis
PNT3,replace,nào cho ta,mô làm miềng,1,1,MCQA,MCQA_0062_2,Pronouns
PNT3,replace,nào chứ,mô chơ,1,1,SENT,SENT_4733,Interrogatives
PNT3,replace,nào mẹ làm,mô mạ mần,1,1,SENT,SENT_1915,Kinship/Honorific terms
PNT3,replace,nào tao nhìn,mô tau chộ,1,1,SENT,SENT_1579,Pronouns
PNT3,replace,nào thì,mô là,1,1,QA,QA_3137,Interrogatives
PNT3,replace,nào vào,chi vô,1,1,QA,QA_22617,Interrogatives
PNT3,replace,này chúng ta,ni bọn miềng,1,1,SENT,SENT_2308,Pronouns
PNT3,replace,này có vẻ ngoài không được,ni trông nỏ,1,1,NLI,NLI_5704,Demonstratives/Deixis
PNT3,replace,này nên không mệt mỏi gì,ni bơ nỏ dọc chi,1,1,NLI,NLI_4266,Interrogatives
PNT3,replace,này nọ,ni kêu tê,1,1,SENT,SENT_4733,Demonstratives/Deixis
PNT3,replace,này sao,ni răng,1,1,SENT,SENT_4084,Interrogatives
PNT3,replace,này tuyết,ni tuyệt,1,1,NLI,NLI_0337,Demonstratives/Deixis
PNT3,replace,này vào,ni vô,1,1,SENT,SENT_2727,Demonstratives/Deixis
PNT3,replace,này vào đĩa,ni vô dịa,1,1,SENT,SENT_4519,Demonstratives/Deixis
PNT3,replace,này đâu,ni mô,1,1,SENT,SENT_3243,Interrogatives
PNT3,replace,nó không,hắn nỏ,1,1,SENT,SENT_4745,Pronouns
PNT3,replace,nó thích đỗ đâu,hắn ưng đậu mô,1,1,SENT,SENT_1546,Pronouns
PNT3,replace,nó thấy nó,hắn chộ hắn,1,1,SENT,SENT_1222,Pronouns
PNT3,replace,nó vương,hắn vươn,1,1,SENT,SENT_1222,Pronouns
PNT3,replace,nó vả không,hắn bả nỏ,1,1,SENT,SENT_4733,Pronouns
PNT3,replace,nó vừa,hắn bưa bưa,1,1,SENT,SENT_3243,Pronouns
PNT3,replace,nó yêu nhâu,hắn ưng chắc,1,1,SENT,SENT_3249,Pronouns
PNT3,replace,nó đã,hắn đạ,1,1,QA,QA_7713,Pronouns
PNT3,replace,nó đỗ mình thích,hắn đậu miềng ưng,1,1,SENT,SENT_1546,Pronouns
PNT3,replace,nói chuyện,gọi,1,1,MCQA,MCQA_0037_4,Predicate vocabulary
PNT3,replace,năm,nam,1,1,QA,QA_10377,Predicate vocabulary
PNT3,replace,nũa,nữa,1,1,SENT,SENT_3273,Orthographic variant
PNT3,replace,nơi nào,từng mô,1,1,QA,QA_3410,Interrogatives
PNT3,replace,nơi nào đã,lộ mô đạ,1,1,QA,QA_8086,Interrogatives
PNT3,replace,nặn,nạn,1,1,SENT,SENT_4964,Predicate vocabulary
PNT3,replace,nếu tôi,tau mà,1,1,SENT,SENT_4494,Pronouns
PNT3,replace,nữa,nựa,1,1,MCQA,MCQA_0056_1,Orthographic variant
PNT3,replace,nữa chắc,nựa e,1,1,SENT,SENT_3469,Connectives/Aspect markers
PNT3,replace,nữa chứ,nựa chớ,1,1,SENT,SENT_3750,Discourse particles
PNT3,replace,nữa sẽ,nựa là,1,1,QA,QA_18652,Connectives/Aspect markers
PNT3,replace,phát khổ,phải khổi,1,1,SENT,SENT_0192,Predicate vocabulary
PNT3,replace,phải,phại,1,1,SENT,SENT_3814,Predicate vocabulary
PNT3,replace,phục,phúc,1,1,NLI,NLI_0521,Orthographic variant
PNT3,replace,qua,bằng,1,1,MCQA,MCQA_0098_4,Predicate vocabulary
PNT3,replace,ruột,rọt,1,1,NLI,NLI_2198,Orthographic variant
PNT3,replace,rơi,rớt,1,1,MCQA,MCQA_0095_1,Predicate vocabulary
PNT3,replace,rơi vào,rớt vô,1,1,MCQA,MCQA_0058_0,Connectives/Aspect markers
PNT3,replace,rược suốt,rượt cả,1,1,SENT,SENT_2938,Predicate vocabulary
PNT3,replace,rất lâu,khi mô đến chừ,1,1,NLI,NLI_3340,Noise/Non-linguistic
PNT3,replace,rừng,rú,1,1,MCQA,MCQA_0014_1,Predicate vocabulary
PNT3,replace,sang,qua,1,1,NLI,NLI_3048,Predicate vocabulary
PNT3,replace,sao bắt nhanh thế,răng tóm lẹ rứa,1,1,SENT,SENT_1485,Interrogatives
PNT3,replace,sao cha muốn,răng bọ ưng,1,1,MCQA,MCQA_0010_1,Kinship/Honorific terms
PNT3,replace,sao không,răng nỏ,1,1,SENT,SENT_4035,Interrogatives
PNT3,replace,sao này,mài bựa,1,1,SENT,SENT_4160,Interrogatives
PNT3,replace,sao nó không,răng hắn khung,1,1,SENT,SENT_2816,Pronouns
PNT3,replace,sao ấy,răng á,1,1,SENT,SENT_1971,Interrogatives
PNT3,replace,soán,soát,1,1,NLI,NLI_4572,Predicate vocabulary
PNT3,replace,sẽ,cũng,1,1,SENT,SENT_0534,Connectives/Aspect markers
PNT3,replace,sự việc gì,kì vụ chi đạ,1,1,QA,QA_9483,Noise/Non-linguistic
PNT3,replace,ta,mình,1,1,MCQA,MCQA_0042_2,Pronouns
PNT3,replace,tai họa nấp,nguy hiểm trốn,1,1,MCQA,MCQA_0039_4,Idiomatic expressions
PNT3,replace,tao ghét,tau két,1,1,SENT,SENT_5315,Pronouns
PNT3,replace,tao không,tau nỏ,1,1,SENT,SENT_1410,Pronouns
PNT3,replace,tao không mắc ói,tau nỏ buồn oẹ,1,1,SENT,SENT_1579,Pronouns
PNT3,replace,tao quá vậy,tau rứa he,1,1,SENT,SENT_4084,Pronouns
PNT3,replace,tao vậy,tau ri,1,1,SENT,SENT_1098,Pronouns
PNT3,replace,thai,bầu,1,1,NLI,NLI_4217,Predicate vocabulary
PNT3,replace,tháng,thắng,1,1,NLI,NLI_7681,Orthographic variant
PNT3,replace,"thân""","thân tau""",1,1,NLI,NLI_7176,Pronouns
PNT3,replace,thôi trất,dẹp đi,1,1,SENT,SENT_0018,Discourse particles
PNT3,replace,thấy chế,ngó chộ chị,1,1,SENT,SENT_3814,Predicate vocabulary
PNT3,replace,thấy những,chộ mấy,1,1,MCQA,MCQA_0002_4,Demonstratives/Deixis
PNT3,replace,thật chẳng,thiệt nỏ,1,1,SENT,SENT_4733,Negation/Function words
PNT3,replace,thật chớ,thiệt chơ,1,1,SENT,SENT_5315,Connectives/Aspect markers
PNT3,replace,thật giờ,thiệt chừ,1,1,SENT,SENT_1626,Connectives/Aspect markers
PNT3,replace,thật đấy,thiệt á,1,1,SENT,SENT_1626,Demonstratives/Deixis
PNT3,replace,thế chân,rứa cẳng,1,1,SENT,SENT_1908,Interrogatives
PNT3,replace,thế cũng,rứa cụng,1,1,SENT,SENT_3023,Interrogatives
PNT3,replace,thế không,rứa nỏ,1,1,SENT,SENT_4885,Interrogatives
PNT3,replace,thế kia,rứa,1,1,SENT,SENT_0814,Interrogatives
PNT3,replace,thế kia không,in rứa nỏ,1,1,SENT,SENT_3094,Interrogatives
PNT3,replace,thế nào vào,răng vô,1,1,QA,QA_22836,Interrogatives
PNT3,replace,thế này bây giờ không muốn,ri chừ nỏ ưng,1,1,SENT,SENT_0462,Interrogatives
PNT3,replace,thế này cơ mà,như ri chơ đều,1,1,SENT,SENT_0814,Interrogatives
PNT3,replace,thể sẽ,khi đã,1,1,NLI,NLI_1069,Noise/Non-linguistic
PNT3,replace,thể sử dụng,dùng,1,1,NLI,NLI_0028,Predicate vocabulary
PNT3,replace,thời gian,tỉ,1,1,SENT,SENT_0958,Predicate vocabulary
PNT3,replace,to vậy,bà là rứa,1,1,SENT,SENT_2473,Interrogatives
PNT3,replace,trong giai,ở kì,1,1,QA,QA_7442,Predicate vocabulary
PNT3,replace,trong tương lai,sau ni,1,1,NLI,NLI_0959,Demonstratives/Deixis
PNT3,replace,trrong gia,trong kì giai,1,1,QA,QA_10410,Predicate vocabulary
PNT3,replace,tránh,tréng,1,1,SENT,SENT_1192,Predicate vocabulary
PNT3,replace,trèo,leo,1,1,SENT,SENT_4745,Predicate vocabulary
PNT3,replace,trêu đùa quái,chọc đại,1,1,SENT,SENT_3023,Predicate vocabulary
PNT3,replace,trước,bựa,1,1,MCQA,MCQA_0010_1,Predicate vocabulary
PNT3,replace,trước mẹ,bựa mạ,1,1,SENT,SENT_4445,Kinship/Honorific terms
PNT3,replace,trước tao,bựa tau,1,1,SENT,SENT_5456,Pronouns
PNT3,replace,trắng,thâu,1,1,MCQA,MCQA_0048_5,Predicate vocabulary
PNT3,replace,trịu,trụi,1,1,MCQA,MCQA_0002_4,Orthographic variant
PNT3,replace,tính,định,1,1,SENT,SENT_1410,Predicate vocabulary
PNT3,replace,tôi không,tau khung,1,1,NLI,NLI_5143,Pronouns
PNT3,replace,tôi đã,tui đạ,1,1,NLI,NLI_7691,Pronouns
PNT3,replace,tý vào,một tỉ vô,1,1,SENT,SENT_4733,Connectives/Aspect markers
PNT3,replace,tại,vì,1,1,SENT,SENT_0572,Connectives/Aspect markers
PNT3,replace,tại 1,ở một,1,1,NLI,NLI_0516,Connectives/Aspect markers
PNT3,replace,tại sao,vì răng,1,1,MCQA,MCQA_0037_4,Interrogatives
PNT3,replace,tại đâu,chỗ mô,1,1,QA,QA_9520,Interrogatives
PNT3,replace,tại đó,chỗ nớ,1,1,MCQA,MCQA_0062_2,Demonstratives/Deixis
PNT3,replace,tấm,tờ,1,1,NLI,NLI_0511,Predicate vocabulary
PNT3,replace,tối,túi,1,1,MCQA,MCQA_0148_3,Predicate vocabulary
PNT3,replace,vay,sự xác đáng của mạn tiền,1,1,NLI,NLI_4801,Predicate vocabulary
PNT3,replace,việc,chuyện,1,1,QA,QA_27033,Predicate vocabulary
PNT3,replace,và,nên,1,1,MCQA,MCQA_0138_5,Connectives/Aspect markers
PNT3,replace,và làm theo,rồi mần dọi,1,1,MCQA,MCQA_0030_3,Connectives/Aspect markers
PNT3,replace,vào,hồi,1,1,NLI,NLI_3108,Connectives/Aspect markers
PNT3,replace,vào,lên,1,1,MCQA,MCQA_0100_2,Connectives/Aspect markers
PNT3,replace,vào,trong,1,1,QA,QA_10332,Connectives/Aspect markers
PNT3,replace,vào,đoạn,1,1,QA,QA_18041,Connectives/Aspect markers
PNT3,replace,vào làm,vô mần,1,1,QA,QA_10410,Connectives/Aspect markers
PNT3,replace,vào nó,vô hắn,1,1,NLI,NLI_0647,Pronouns
PNT3,replace,vào túi ni lông và,vô bao xì dầu rồi,1,1,MCQA,MCQA_0091_0,Connectives/Aspect markers
PNT3,replace,vương,dương,1,1,SENT,SENT_1410,Predicate vocabulary
PNT3,replace,vấn đề,chuyện,1,1,NLI,NLI_6637,Predicate vocabulary
PNT3,replace,vấn đề,cấy chi,1,1,SENT,SENT_4733,Interrogatives
PNT3,replace,vất vả,khổ,1,1,MCQA,MCQA_0144_0,Noise/Non-linguistic
PNT3,replace,vậy không,cũng được nỏ,1,1,SENT,SENT_0626,Demonstratives/Deixis
PNT3,replace,vậy nên,rứa bơ,1,1,SENT,SENT_4428,Interrogatives
PNT3,replace,vậy tôi,rứa tau,1,1,NLI,NLI_5746,Pronouns
PNT3,replace,vội vàng,lật đật,1,1,MCQA,MCQA_0055_1,Predicate vocabulary
PNT3,replace,vờ,đò,1,1,MCQA,MCQA_0055_1,Predicate vocabulary
PNT3,replace,vợ chồng tôi không hiểu,cấy dông tau nỏ khỏi nghi ngờ,1,1,NLI,NLI_4801,Pronouns
PNT3,replace,xem cái này,ngó cấy ni,1,1,SENT,SENT_4790,Demonstratives/Deixis
PNT3,replace,xem những,coi mấy,1,1,NLI,NLI_2899,Demonstratives/Deixis
PNT3,replace,xuân,xun,1,1,MCQA,MCQA_0002_4,Predicate vocabulary
PNT3,replace,xơi,ăn,1,1,SENT,SENT_1192,Predicate vocabulary
PNT3,replace,z đó,rứa,1,1,SENT,SENT_4768,Interrogatives
PNT3,replace,điều gì qua,cấy chi trong,1,1,MCQA,MCQA_0137_3,Interrogatives
PNT3,replace,điều này đã,chuyện ni đạ,1,1,QA,QA_18041,Demonstratives/Deixis
PNT3,replace,điều đó,cấy nớ,1,1,NLI,NLI_6155,Demonstratives/Deixis
PNT3,replace,đám,chỗ,1,1,SENT,SENT_1192,Predicate vocabulary
PNT3,replace,đâu không,mô ra rựa nỏ,1,1,SENT,SENT_4989,Interrogatives
PNT3,replace,đâu nhỉ,mô hè,1,1,SENT,SENT_4550,Interrogatives
PNT3,replace,đã không,đạ khung,1,1,QA,QA_9483,Negation/Function words
PNT3,replace,đã làm gì,đạ mần chi,1,1,MCQA,MCQA_0055_0,Interrogatives
PNT3,replace,đã làm gì khi,mần chi lúc,1,1,QA,QA_17769,Interrogatives
PNT3,replace,đã sao,đạ răng,1,1,SENT,SENT_4003,Interrogatives
PNT3,replace,đó cha mẹ,nớ bọ mạ,1,1,SENT,SENT_3555,Kinship/Honorific terms
PNT3,replace,đó chẳng,nớ nỏ,1,1,MCQA,MCQA_0114_6,Demonstratives/Deixis
PNT3,replace,đó dắt,nớ đắc,1,1,SENT,SENT_1894,Demonstratives/Deixis
PNT3,replace,đó gọi,nớ kêu,1,1,SENT,SENT_5315,Demonstratives/Deixis
PNT3,replace,đó nhìn,nớ nhòm,1,1,MCQA,MCQA_0114_6,Demonstratives/Deixis
PNT3,replace,đó tao,nớ tau,1,1,SENT,SENT_1579,Pronouns
PNT3,replace,đó vậy ta,nớ hè,1,1,SENT,SENT_1172,Pronouns
PNT3,replace,đóng,nộp,1,1,NLI,NLI_0240,Predicate vocabulary
PNT3,replace,đúi,đuối,1,1,SENT,SENT_3910,Predicate vocabulary
PNT3,replace,đưa ra,nói,1,1,MCQA,MCQA_0010_3,Predicate vocabulary
PNT3,replace,đường không,đàng nỏ,1,1,SENT,SENT_2473,Negation/Function words
PNT3,replace,đường đến,đàng tới,1,1,MCQA,MCQA_0127_3,Connectives/Aspect markers
PNT3,replace,đầy,toàn,1,1,MCQA,MCQA_0095_1,Demonstratives/Deixis
PNT3,replace,đến tận rốn,thấu lộ tún,1,1,SENT,SENT_2217,Connectives/Aspect markers
PNT3,replace,để,mà,1,1,MCQA,MCQA_0137_1,Connectives/Aspect markers
PNT3,replace,đển,đến,1,1,NLI,NLI_3107,Predicate vocabulary
PNT3,replace,đột,tự,1,1,NLI,NLI_6129,Predicate vocabulary
PNT3,replace,đợi,chờ,1,1,MCQA,MCQA_0104_4,Predicate vocabulary
PNT3,replace,đợi lớn,chơ mài bựa nậy,1,1,SENT,SENT_5360,Predicate vocabulary
PNT3,replace,đức,bức,1,1,NLI,NLI_1077,Orthographic variant
PNT3,replace,ư,à,1,1,SENT,SENT_2515,Discourse particles
PNT3,replace,ạ thế,rứa,1,1,MCQA,MCQA_0025_10,Interrogatives
PNT3,replace,ấy chứ,đó chơ,1,1,SENT,SENT_1655,Demonstratives/Deixis
PNT3,replace,ấy của,ấu cụa,1,1,MCQA,MCQA_0020_1,Demonstratives/Deixis
PNT3,replace,ấy giờ,nớ chừ,1,1,SENT,SENT_2308,Demonstratives/Deixis
PNT3,replace,ấy đã,nớ đạ,1,1,NLI,NLI_3340,Demonstratives/Deixis
PNT3,replace,“tôi mong mình,“tau trông mềng,1,1,MCQA,MCQA_0152_3,Pronouns
PNT4,replace,vào,vô,29,28,MCQA; NLI; QA; SENT,MCQA_0047_2; MCQA_0091_0; MCQA_0091_1; MCQA_0095_1; MCQA_0096_0,Connectives/Aspect markers
PNT4,replace,như thế nào,ra ren,22,22,MCQA; QA; SENT,MCQA_0020_2; MCQA_0058_0; MCQA_0065_2; MCQA_0090_10; MCQA_0095_1,Interrogatives
PNT4,replace,đến,tới,17,16,MCQA; NLI; QA; SENT,MCQA_0037_4; MCQA_0055_0; MCQA_0065_2; MCQA_0087_0; MCQA_0092_2,Connectives/Aspect markers
PNT4,replace,các,mấy,10,9,MCQA; NLI; QA,MCQA_0062_0; MCQA_0072_2; MCQA_0092_2; MCQA_0137_1; NLI_3951,Demonstratives/Deixis
PNT4,replace,chứ,chớ,7,7,SENT,SENT_3750; SENT_3910; SENT_4057; SENT_4733; SENT_4989,Orthographic variant
PNT4,replace,những,mấy,7,7,MCQA; NLI; QA; SENT,MCQA_0072_2; MCQA_0137_1; MCQA_0141_2; NLI_6110; SENT_2308,Demonstratives/Deixis
PNT4,replace,thật,thiệt,6,5,SENT,SENT_3750; SENT_4155; SENT_4733; SENT_4768; SENT_5315,Connectives/Aspect markers
PNT4,replace,bạn nhỏ,thằng cu,5,1,MCQA,MCQA_0064_1,Pronouns
PNT4,replace,nhé,nghe,5,5,MCQA; SENT,MCQA_0037_2; MCQA_0138_3; SENT_2129; SENT_2473; SENT_1192,Discourse particles
PNT4,replace,việc,chuyện,5,4,MCQA; NLI; SENT,MCQA_0072_2; NLI_7858; SENT_2727; SENT_4959,Predicate vocabulary
PNT4,replace,cậu,hắn,4,1,MCQA,MCQA_0120_3,Pronouns
PNT4,replace,cậu,thằng nớ,4,1,MCQA,MCQA_0077_0,Pronouns
PNT4,replace,lão,già,4,1,MCQA,MCQA_0091_1,Pronouns
PNT4,replace,rằng,là,4,4,NLI,NLI_1921; NLI_4746; NLI_4856; NLI_7469,Predicate vocabulary
PNT4,replace,và,với,4,3,MCQA; NLI; QA,NLI_6110; QA_20004; MCQA_0013_3,Connectives/Aspect markers
PNT4,replace,vì,tại/do,4,1,MCQA,MCQA_0012_5,Connectives/Aspect markers
PNT4,replace,nhìn,ngó,3,3,MCQA; SENT,MCQA_0114_6; MCQA_0123_0; SENT_2148,Predicate vocabulary
PNT4,replace,bóng,bong,2,1,MCQA,MCQA_0152_0,Predicate vocabulary
PNT4,replace,bọn,tụi,2,2,SENT,SENT_4989; SENT_5008,Pronouns
PNT4,replace,chăm,giữ,2,1,MCQA,MCQA_0144_3,Predicate vocabulary
PNT4,replace,dùng,lấy,2,1,MCQA,MCQA_0041_5,Predicate vocabulary
PNT4,replace,lạ,cục,2,1,MCQA,MCQA_0047_4,Predicate vocabulary
PNT4,replace,một số,mấy,2,2,NLI; QA,NLI_3048; QA_17926,Demonstratives/Deixis
PNT4,replace,như thế nào,răng,2,2,MCQA; QA,MCQA_0116_5; QA_17995,Interrogatives
PNT4,replace,nhỉ,hỉ,2,2,SENT,SENT_2816; SENT_4160,Discourse particles
PNT4,replace,này vào,ni vô,2,2,SENT,SENT_2727; SENT_4519,Demonstratives/Deixis
PNT4,replace,quá,kinh,2,2,MCQA; SENT,MCQA_0047_2; SENT_3023,Noise/Non-linguistic
PNT4,replace,thẹo,sẹo,2,1,SENT,SENT_1146,Predicate vocabulary
PNT4,replace,tại,ở,2,2,QA,QA_12824; QA_22620,Connectives/Aspect markers
PNT4,replace,từng,hồi mô,2,1,MCQA,MCQA_0074_5,Interrogatives
PNT4,replace,và các,với mấy,2,2,NLI,NLI_1921; NLI_5263,Demonstratives/Deixis
PNT4,replace,vào,hồi,2,2,NLI; QA,NLI_3108; QA_12824,Connectives/Aspect markers
PNT4,replace,vờ,đò,2,2,MCQA,MCQA_0055_0; MCQA_0055_1,Predicate vocabulary
PNT4,replace,xong,xan,2,1,MCQA,MCQA_0013_4,Predicate vocabulary
PNT4,replace,""" nghìn mét ""","""nghàn mét""",1,1,SENT,SENT_1222,Predicate vocabulary
PNT4,replace,1,một,1,1,NLI,NLI_6323,Noise/Non-linguistic
PNT4,replace,bao giờ,hồi mô,1,1,MCQA,MCQA_0074_5,Interrogatives
PNT4,replace,bao giờ bảo,hồi mô sai,1,1,MCQA,MCQA_0074_5,Interrogatives
PNT4,replace,bây,bi,1,1,SENT,SENT_0534,Noise/Non-linguistic
PNT4,replace,bãi,bờ,1,1,MCQA,MCQA_0098_4,Predicate vocabulary
PNT4,replace,bêu riếu,trêu chọc,1,1,NLI,NLI_0459,Predicate vocabulary
PNT4,replace,bạn nhỉ mình,mi hỉ ta,1,1,SENT,SENT_4745,Pronouns
PNT4,replace,bất hạnh,khổ,1,1,SENT,SENT_1726,Noise/Non-linguistic
PNT4,replace,bận,mắc,1,1,MCQA,MCQA_0152_0,Predicate vocabulary
PNT4,replace,bỏ mẹ,thấy mồ,1,1,SENT,SENT_1222,Kinship/Honorific terms
PNT4,replace,bố bảo,ba nói,1,1,MCQA,MCQA_0010_3,Kinship/Honorific terms
PNT4,replace,bố mình,ba ta,1,1,SENT,SENT_4428,Pronouns
PNT4,replace,bố mẹ,ba má,1,1,SENT,SENT_0192,Kinship/Honorific terms
PNT4,replace,bố quát,ba nộ,1,1,SENT,SENT_5441,Kinship/Honorific terms
PNT4,replace,bởi,tại,1,1,NLI,NLI_3201,Connectives/Aspect markers
PNT4,replace,chay,chạy,1,1,SENT,SENT_1222,Predicate vocabulary
PNT4,replace,chuẩn tao,đúng dậy ta,1,1,SENT,SENT_0958,Pronouns
PNT4,replace,chú,con,1,1,NLI,NLI_3269,Kinship/Honorific terms
PNT4,replace,chúng nó không,đó hân,1,1,SENT,SENT_0696,Pronouns
PNT4,replace,chăm,lo,1,1,MCQA,MCQA_0144_0,Noise/Non-linguistic
